pincode,latitude,longitude,zone_id
110061,28.54,77.05,ZN-011
110062,28.5276111,77.2328056,ZN-012
110063,28.6735833,77.1226111,ZN-012
110064,28.6317778,77.1259167,ZN-012
110065,28.569126,77.253601,ZN-012
110066,28.567136,77.185239,ZN-012
110067,28.5550833,77.1762222,ZN-012
110068,28.5012222,77.2003056,ZN-012
110069,28.6225833,77.2127222,ZN-012
110070,28.534162,77.152685,ZN-012
110071,28.574806,77.627685,ZN-009
110072,28.652588,76.956454,ZN-011
110073,32.643914,74.046903,ZN-030
110074,28.50842,77.20918,ZN-012
110075,28.6068611,77.0415278,ZN-011
110076,28.5348333,77.2911667,ZN-012
110077,28.587944,77.072276,ZN-012
110078,28.6330278,77.1366389,ZN-012
110080,28.515085,77.225752,ZN-012
110081,28.7349167,77.0055556,ZN-012
110082,28.7721667,77.119,ZN-012
110083,28.7147778,77.0878333,ZN-012
110084,28.7691574,77.17729,ZN-012
110085,28.73545,77.117477,ZN-012
110086,28.7016111,77.0797222,ZN-012
110087,28.6800278,77.07875,ZN-012
110088,28.7246667,77.1469444,ZN-012
110089,28.7348056,77.1325,ZN-012
110090,28.7262778,77.2476944,ZN-012
110091,28.6198333,77.3121111,ZN-012
110092,28.69225,77.3042222,ZN-012
110093,28.7021944,77.3236389,ZN-012
110094,28.7039444,77.2833056,ZN-012
110095,28.6891667,77.3285,ZN-012
110096,28.6221944,77.3167222,ZN-012
110097,28.528884,77.086554,ZN-011
110099,28.720596,77.080909,ZN-012
110102,28.6314278,77.205714,ZN-012
110106,28.662289,77.235553,ZN-012
110110,28.71575,77.11,ZN-012
110119,28.542802,77.257506,ZN-012
110124,28.567906,77.241397,ZN-012
110151,28.645733,77.2997737,ZN-012
110195,28.673961,77.319696,ZN-012
121001,28.5461389,77.2814722,ZN-012
121002,28.7080833,77.2719167,ZN-012
121003,28.463698,77.333878,ZN-012
121004,31.057677,75.906401,ZN-025
121005,28.3917778,77.3021389,ZN-011
121006,28.3917778,77.3021389,ZN-011
121007,28.395403,77.315292,ZN-011
121008,28.3917778,77.3021389,ZN-011
121009,28.4881111,77.2945833,ZN-012
121010,28.5821389,77.9790278,ZN-009
121012,28.3917778,77.3021389,ZN-011
121013,28.3917778,77.3021389,ZN-011
121014,28.4726,77.4848,ZN-009
121015,28.3453,77.2965,ZN-011
121101,30.830993,76.574831,ZN-020
121102,41.799451,87.588696,ZN-036
121103,46.933228,8.761888,ZN-036
121105,28.3917778,77.3021389,ZN-011
121106,32.878716,73.727191,ZN-030
121107,28.36031,77.471631,ZN-009
121999,28.3917778,77.3021389,ZN-011
122001,28.4782581,77.0608139,ZN-011
122002,28.466093,77.1058349,ZN-011
122003,28.462,77.0316389,ZN-011
122004,28.44104,77.01742,ZN-011
122005,28.5056111,77.0710556,ZN-011
122006,28.492678,77.012012,ZN-011
122007,28.462,77.0316389,ZN-011
122008,28.462,77.0316389,ZN-011
122009,28.3408889,76.7561944,ZN-011
122010,28.466093,77.1058349,ZN-011
122011,28.462,77.0316389,ZN-011
122012,28.413887,76.9931945,ZN-011
122015,28.4973611,77.0630556,ZN-011
122016,28.4965833,77.0852778,ZN-011
122017,28.462,77.0316389,ZN-011
122018,28.462,77.0316389,ZN-011
122051,28.344247,76.943839,ZN-011
122052,28.342,76.9364722,ZN-011
122098,28.3913822,77.0511932,ZN-011
122101,28.3928333,77.0549167,ZN-011
122102,28.352169,77.06471,ZN-011
122103,28.40025,77.0675278,ZN-011
122104,27.7781944,76.9451944,ZN-011
122105,28.3308889,76.7835833,ZN-011
122107,28.1020556,76.0044722,ZN-011
122108,27.9204,76.984468,ZN-011
122413,29.387631,77.446429,ZN-009
122414,28.28825,76.6841389,ZN-011
122502,28.292981,76.697254,ZN-011
122503,28.3332778,76.7737778,ZN-011
122504,28.467015,77.081198,ZN-011
122505,28.4384722,76.9354444,ZN-011
122506,28.46698,77.05641,ZN-011
122508,27.8635,77.2030833,ZN-011
122998,28.4660573,77.1056478,ZN-011
122999,28.496716,77.08547,ZN-011
123001,228.04489,76.117029,ZN-045
123021,28.100932,76.253154,ZN-011
123023,27.892541,76.110493,ZN-014
123024,28.378752,75.96466,ZN-011
123027,28.336368,76.306545,ZN-011
123028,28.191762,76.130587,ZN-011
123029,28.2653333,76.1439444,ZN-011
123031,28.271019,76.149389,ZN-011
123034,28.3843056,76.1831389,ZN-011
123035,28.3561667,76.62175,ZN-011
123101,28.209,76.8841111,ZN-011
123102,28.1501944,76.3992778,ZN-011
123103,28.1728056,76.402,ZN-011
123106,28.2306667,76.80025,ZN-011
123110,28.2335556,77.8032778,ZN-009
123301,28.3571944,76.5355,ZN-011
123302,28.4002222,76.4839167,ZN-011
123303,28.4120556,76.398,ZN-011
123304,28.409434,76.397007,ZN-011
123401,28.202722,76.616953,ZN-011
123411,28.2938611,76.3839722,ZN-011
123412,28.2017222,76.5955833,ZN-011
123501,28.0733889,76.5809722,ZN-011
124001,28.901439,76.564005,ZN-011
124010,28.8955833,76.5925278,ZN-011
124021,28.8752778,76.6416111,ZN-011
124022,28.8876389,76.4276667,ZN-011
124102,28.759966,76.931763,ZN-012
124103,28.728528,76.554108,ZN-011
124104,28.781163,76.748085,ZN-011
124105,28.681179,76.902704,ZN-011
124106,28.735904,76.510506,ZN-011
124107,28.781163,76.864815,ZN-012
124108,28.735904,76.510506,ZN-011
124109,28.552824,76.554108,ZN-011
124111,28.9403611,76.4338889,ZN-011
124112,29.9631944,76.7951944,ZN-020
124113,28.8955833,76.5925278,ZN-011
124141,28.8955833,76.5925278,ZN-011
124142,28.725367,76.562691,ZN-011
124146,28.681179,76.510506,ZN-011
124201,28.8955833,76.5925278,ZN-011
124202,28.728528,76.437206,ZN-011
124303,29.0261111,76.6127777,ZN-012
124401,28.9035,76.7056667,ZN-012
124404,28.681179,76.902704,ZN-011
124406,28.8909167,76.7828889,ZN-012
124411,28.8220278,76.3936667,ZN-011
124412,28.7615556,76.4896389,ZN-011
124501,28.681179,76.902704,ZN-011
124504,28.681179,76.902704,ZN-011
124505,28.786297,76.866875,ZN-012
124506,28.735904,76.902704,ZN-012
124507,28.681179,76.902704,ZN-011
124508,28.7033,76.9117,ZN-012
124513,29.0100277,76.3781722,ZN-011
124514,29.042777,76.477058,ZN-012
124515,28.55027,77.5542589,ZN-009
125001,29.402101,75.703616,ZN-025
125004,29.508192,75.4535162,ZN-025
125005,29.1396111,75.7398056,ZN-011
125006,29.1123472,75.8183777,ZN-011
125007,29.1594444,75.5712778,ZN-011
125011,29.2275278,75.6669167,ZN-011
125033,29.1025278,75.9736667,ZN-011
125037,28.9448611,75.8261241,ZN-011
125038,29.1898901,76.2245833,ZN-012
125039,29.2246111,76.1387501,ZN-011
125042,29.1086944,75.5512778,ZN-011
125044,29.1288333,75.7844722,ZN-011
125047,29.4165833,75.6266667,ZN-025
125048,29.4165833,75.5486667,ZN-025
125049,29.1594444,75.5701277,ZN-011
125050,29.6623333,75.44625,ZN-025
125051,29.6853056,75.5762778,ZN-025
125052,28.2817778,75.4726389,ZN-014
125053,29.3905278,75.3460833,ZN-025
125054,29.5461389,75.2148333,ZN-025
125055,29.5347778,75.0320833,ZN-025
125056,29.5347778,75.0320833,ZN-025
125058,29.4503056,75.1193333,ZN-025
125060,29.5457222,75.1141111,ZN-025
125061,29.656246,75.421987,ZN-025
125075,29.5275278,74.7394722,ZN-025
125076,29.5235833,74.8406389,ZN-025
125077,29.7654167,74.8992778,ZN-025
125078,29.6993611,75.0066389,ZN-025
125101,29.7802222,74.5243056,ZN-025
125102,29.4490833,74.6628611,ZN-025
125103,29.78325,74.7477222,ZN-025
125104,29.9591389,74.6981111,ZN-025
125106,29.6745556,75.7301111,ZN-025
125110,29.3710278,75.1261389,ZN-025
125111,29.2100833,75.7090278,ZN-011
125112,29.5743333,75.7863055,ZN-025
125113,29.5065833,76.3382222,ZN-012
125120,29.7220861,75.9025277,ZN-025
125121,29.368676,75.905203,ZN-011
125133,29.8089722,75.82325,ZN-025
125201,29.82675,74.9754167,ZN-025
126101,33.3,25.3,ZN-035
126102,36.32,23.36,ZN-036
126110,33.3,25.3,ZN-035
126111,36.32,25.36,ZN-036
126112,39.93,36.32,ZN-036
126113,29.45,30.14,ZN-035
126114,29.5902777,76.1099166,ZN-020
126115,30.16,30.16,ZN-035
126116,33.36,22.36,ZN-035
126125,33.3,25.3,ZN-035
126152,100.0,100.0,ZN-036
127021,28.7752,75.9928,ZN-011
127022,28.4614,76.2609,ZN-011
127025,28.7784,76.3418,ZN-011
127026,28.65961,76.06885,ZN-011
127027,28.8837,76.2392,ZN-011
127028,28.6296,75.6179,ZN-011
127029,28.6995,75.8708,ZN-011
127030,28.6358,75.9434,ZN-011
127031,28.862,76.1407,ZN-011
127032,28.9449,76.0334,ZN-011
127035,28.9639,75.9565,ZN-011
127040,28.8725,75.9144,ZN-011
127041,28.9734,76.1958,ZN-011
127042,28.7129,76.2911,ZN-011
127043,28.7218,75.7664,ZN-011
127045,28.9648,75.6063,ZN-011
127046,28.919221,75.664839,ZN-011
127111,28.8199,76.0653,ZN-011
127114,28.828,76.3087,ZN-011
127201,28.4267,75.804,ZN-011
127306,28.5921,76.2653,ZN-011
127307,28.6745,76.3707,ZN-011
127308,28.5094,75.9376,ZN-011
127309,28.7084,76.22,ZN-011
127310,28.5216,76.1508,ZN-011
127311,28.7158,76.1414,ZN-011
127312,28.5074,76.0695,ZN-011
131001,29.01,76.96,ZN-012
131021,28.9761,77.1,ZN-012
131022,28.9926944,77.0179722,ZN-012
131023,29.65,76.43,ZN-020
131024,29.65,76.43,ZN-020
131027,29.0409444,77.0894167,ZN-012
131028,29.05,76.91,ZN-012
131029,28.98,77.1,ZN-012
131030,28.4391,77.3009,ZN-012
131039,29.3774722,76.9675556,ZN-012
131101,29.2062222,77.234,ZN-009
131102,29.1101389,76.9445278,ZN-012
131103,29.12,77.01,ZN-012
131301,29.1388056,76.6893333,ZN-012
131302,29.1870556,76.6254722,ZN-012
131304,29.1411111,76.6120556,ZN-012
131305,29.2,76.61,ZN-012
131306,29.2035278,76.7541944,ZN-012
131402,28.8798056,76.9114167,ZN-012
131403,29.1,76.94,ZN-012
131408,28.9831944,76.8135556,ZN-012
131409,29.44,77.0,ZN-012
132001,29.713894,76.990547,ZN-020
132022,29.7176111,77.0783056,ZN-017
132023,29.7265278,77.0590556,ZN-017
132024,37.0,37.0,ZN-036
132035,29.57512,76.77929,ZN-012
132036,32.5,35.2,ZN-035
132037,29.86544,76.9787,ZN-020
132039,100.0,100.0,ZN-036
132040,100.0,100.0,ZN-036
132041,29.89,29.99,ZN-035
132046,29.5286111,75.9966111,ZN-025
132054,100.0,100.0,ZN-036
132101,38.63,33.68,ZN-036
132102,33.66,33.99,ZN-035
132103,29.5902777,76.1099166,ZN-020
132104,36.36,25.25,ZN-036
132105,33.8,33.2,ZN-035
132106,36.87,25.85,ZN-036
132107,29.5902777,76.1099166,ZN-020
132108,29.3473056,76.9805,ZN-012
132113,29.5902777,76.1099166,ZN-020
132114,36.36,32.35,ZN-036
132115,29.5902777,76.1099166,ZN-020
132116,29.8004444,76.9351944,ZN-020
132117,29.8383333,76.9329722,ZN-020
132122,29.5902777,76.1099166,ZN-020
132140,29.4886111,76.8806667,ZN-012
132145,32.5,32.5,ZN-035
132157,29.3959722,76.9606388,ZN-012
133001,30.4943333,76.8345,ZN-020
133004,30.355654,76.774473,ZN-020
133005,30.3781868,76.7766894,ZN-020
133006,30.3325556,76.8798333,ZN-020
133008,30.378179,76.776697,ZN-020
133010,30.378184,76.776691,ZN-020
133101,30.38425,76.7716667,ZN-020
133102,30.378745,76.955664,ZN-020
133103,30.530148,77.011825,ZN-020
133104,30.3781868,76.7766894,ZN-020
133201,30.242696,77.058567,ZN-020
133202,30.28859,77.12767,ZN-020
133203,30.378184,76.7766914,ZN-020
133204,30.3822222,77.2177778,ZN-020
133205,30.3781848,76.7766914,ZN-020
133206,30.3486111,77.1918611,ZN-020
133207,30.2674976,77.0222963,ZN-020
133301,30.7742777,76.8948333,ZN-020
133302,30.8344444,76.9382222,ZN-020
134003,30.42225,76.7698889,ZN-020
134005,30.38425,76.7716667,ZN-020
134007,30.943859,75.872551,ZN-025
134008,32.134639,75.689161,ZN-030
134101,30.7827222,76.9102778,ZN-020
134102,30.81235,77.00608,ZN-020
134103,30.6343333,76.91525,ZN-020
134104,30.7826389,76.9247222,ZN-020
134105,30.38425,76.7716667,ZN-020
134107,30.7238333,76.8759167,ZN-020
134108,30.7064167,76.8727778,ZN-020
134109,30.7457402,76.8468634,ZN-020
134112,30.7486944,76.85475,ZN-020
134113,30.6852778,76.8392222,ZN-020
134114,30.7212222,76.8525833,ZN-020
134116,30.565659,76.937756,ZN-020
134117,30.6691944,76.8578611,ZN-020
134118,31.31155,74.84805,ZN-025
134201,30.497121,76.927756,ZN-020
134202,30.451691,77.033418,ZN-020
134203,30.6942171,76.860557,ZN-020
134204,30.694219,76.860555,ZN-020
134205,30.7,77.0833333,ZN-020
134999,30.685191,76.8402533,ZN-020
135001,77.26175,30.1213889,ZN-036
135002,30.3781888,76.7766874,ZN-020
135003,30.4794355,77.2261362,ZN-020
135004,30.3781868,76.7766894,ZN-020
135021,77.4979167,30.2894444,ZN-036
135101,30.378187,76.7766884,ZN-020
135102,30.378,76.776,ZN-020
135103,30.371636,77.455855,ZN-017
135106,30.58179,77.11375,ZN-020
135133,30.125284,77.162385,ZN-020
136020,29.875369,76.606611,ZN-020
136021,29.8463889,76.6630278,ZN-020
136026,29.762047,76.559555,ZN-020
136027,29.8154042,76.2088,ZN-020
136030,29.9361944,76.551,ZN-020
136033,29.799859,76.4173,ZN-020
136034,29.799859,76.4173,ZN-020
136035,30.0383333,76.2984167,ZN-020
136038,29.5702778,76.8703056,ZN-012
136042,29.802463,76.560383,ZN-020
136043,29.670538,76.5168,ZN-020
136044,29.57595,76.484933,ZN-012
136117,29.674897,76.256273,ZN-020
136118,29.973217,76.830346,ZN-020
136119,29.955549,76.812926,ZN-020
136128,29.981417,76.589277,ZN-020
136129,30.115686,76.666405,ZN-020
136130,29.973217,76.830346,ZN-020
136131,29.973217,76.830346,ZN-020
136132,29.998094,77.033418,ZN-020
136134,29.9695,76.8782,ZN-020
136135,29.973217,76.830346,ZN-020
136136,30.166519,76.709604,ZN-020
136156,30.084325,76.987348,ZN-020
140001,30.9812222,76.5196667,ZN-020
140101,30.7915556,76.5016944,ZN-020
140102,30.9666111,76.3715277,ZN-020
140103,30.9666111,76.3715277,ZN-020
140108,30.91725,76.5710556,ZN-020
140109,30.9666111,76.3715277,ZN-020
140110,30.8445,76.6624166,ZN-020
140111,30.99083,76.38571,ZN-020
140112,32.054937,75.4541,ZN-030
140113,31.0261389,76.5883889,ZN-020
140114,31.0990278,76.6091944,ZN-020
140115,31.1848333,76.5674722,ZN-020
140116,31.2106111,76.5552778,ZN-020
140117,31.1681944,76.4781667,ZN-020
140118,31.23625,76.4968611,ZN-020
140119,31.1275073,76.5126424,ZN-020
140123,31.2709167,76.4869722,ZN-020
140124,31.3945,76.3719167,ZN-025
140125,31.35825,76.3816944,ZN-025
140126,31.3818889,76.3603611,ZN-025
140127,30.9666111,76.3715277,ZN-020
140128,30.9666111,76.3715277,ZN-020
140133,31.2993889,76.4225,ZN-020
140201,30.692051,76.69841,ZN-020
140301,30.9666111,76.3715277,ZN-020
140306,30.9666111,76.69841,ZN-020
140307,30.9666111,76.3715277,ZN-020
140308,30.692051,76.69841,ZN-020
140401,30.486038,76.592572,ZN-020
140402,30.54,76.59,ZN-020
140405,30.61,76.31,ZN-020
140406,30.66,76.39,ZN-020
140407,30.648067,76.392631,ZN-020
140408,30.69,76.71,ZN-020
140412,31.15,76.94,ZN-021
140413,30.9666111,76.3715277,ZN-020
140417,30.5,76.66,ZN-020
140501,30.7420833,76.69841,ZN-020
140506,30.692051,76.69841,ZN-020
140507,30.692051,76.69841,ZN-020
140601,30.64,76.88,ZN-020
140602,30.79,76.89,ZN-020
140603,30.692051,76.69841,ZN-020
140604,30.6703333,76.8320556,ZN-020
140701,30.48,76.54,ZN-020
140702,30.36,76.36,ZN-020
140802,30.83,76.37,ZN-020
140901,30.9666111,76.69841,ZN-020
141001,30.9216444,75.8161611,ZN-025
141002,30.8949722,75.8413611,ZN-025
141003,30.8946667,75.8503611,ZN-025
141004,30.9023889,75.8146944,ZN-025
141006,30.8589167,75.8616389,ZN-025
141007,30.98,75.95,ZN-025
141008,30.98,75.79,ZN-025
141010,30.9023056,75.9041944,ZN-025
141011,30.9026,75.8377,ZN-025
141012,30.8803889,75.7908333,ZN-025
141013,30.8727333,75.8154138,ZN-025
141014,30.8695972,75.882925,ZN-025
141015,30.96,75.92,ZN-025
141016,30.848,75.8905,ZN-025
141101,52.991413,14.485151,ZN-036
141102,30.897481,75.697895,ZN-025
141103,30.8020472,75.6881388,ZN-025
141104,31.989502,75.045052,ZN-030
141105,30.775309,75.686262,ZN-025
141106,30.7642861,75.6514138,ZN-025
141107,37.797042,122.43479,ZN-033
141108,31.357485,76.005099,ZN-025
141109,40.044239,76.251944,ZN-036
141110,31.177035,75.534221,ZN-025
141112,31.216609,75.629537,ZN-025
141113,30.862155,76.089951,ZN-025
141114,54.998474,76.246785,ZN-036
141115,31.15889,75.565515,ZN-025
141116,31.139843,75.558238,ZN-025
141117,41.383682,75.6697668,ZN-036
141118,30.76215,75.833059,ZN-025
141119,30.670564,75.98551,ZN-025
141120,31.311716,75.210711,ZN-025
141121,46.188722,6.044457,ZN-036
141122,30.99833,75.652084,ZN-025
141123,30.897719,75.971724,ZN-025
141125,33.544072,73.196911,ZN-036
141126,30.89528,76.084151,ZN-025
141127,30.960536,76.057322,ZN-025
141201,30.7623611,75.8213055,ZN-025
141202,30.770893,75.747324,ZN-025
141203,30.900973,75.8572678,ZN-025
141204,30.7169166,75.8152222,ZN-025
141205,49.001574,24.032911,ZN-036
141206,31.147732,75.529126,ZN-025
141401,30.7029167,76.2244167,ZN-025
141411,30.78,76.27,ZN-025
141412,49.924157,14.480624,ZN-036
141413,31.652761,74.991742,ZN-025
141414,48.640556,76.138773,ZN-036
141415,30.634941,76.033389,ZN-025
141416,30.753299,76.07255,ZN-025
141417,45.048695,76.219668,ZN-036
141418,31.61009,75.520829,ZN-025
141419,30.732413,75.93326,ZN-025
141421,30.8414722,75.6719722,ZN-025
141422,30.813234,75.648448,ZN-025
141801,30.94,76.07,ZN-025
142001,30.815948,75.166847,ZN-025
142002,30.86255,75.1945,ZN-025
142003,30.9893805,74.8585625,ZN-025
142011,30.817177,75.1784542,ZN-025
142021,30.8621722,75.7468611,ZN-025
142022,30.853737,75.758952,ZN-025
142023,55.533323,75.537861,ZN-036
142024,37.385551,121.97299,ZN-033
142025,31.394128,75.074256,ZN-025
142026,30.8086944,75.4760278,ZN-025
142027,30.928116,75.739329,ZN-025
142029,30.80594,75.758952,ZN-025
142030,35.477606,97.522279,ZN-027
142031,30.640218,75.449039,ZN-025
142032,30.687615,75.532037,ZN-025
142033,48.114309,22.37081,ZN-036
142034,52.030533,10.024546,ZN-036
142035,32.73453,73.908793,ZN-030
142036,30.96905,75.05768,ZN-025
142037,30.8164673,75.1717023,ZN-025
142038,30.761036,74.9880815,ZN-025
142039,30.8608995,75.1908913,ZN-025
142040,31.014,74.93385,ZN-025
142041,30.92545,75.32885,ZN-025
142042,30.9744817,75.223835,ZN-025
142043,31.05585,75.13277,ZN-025
142044,31.104733,74.987923,ZN-025
142045,30.83555,75.04759,ZN-025
142046,30.6024453,75.2055956,ZN-025
142047,30.968537,74.991057,ZN-025
142048,30.84746,74.7184,ZN-025
142049,30.81337,75.175565,ZN-025
142050,30.968536,74.991058,ZN-025
142052,30.92545,75.30656,ZN-025
142053,30.8306915,75.0885144,ZN-025
142054,30.85355,75.32305,ZN-025
142055,30.594558,75.279841,ZN-025
142056,30.81337,75.175565,ZN-025
142057,30.598998,75.150027,ZN-025
142058,30.933701,75.348499,ZN-025
142060,30.927546,74.610497,ZN-025
143001,31.66,74.87,ZN-030
143002,31.63,74.84,ZN-030
143004,31.638561,74.882557,ZN-025
143005,31.63,74.83,ZN-030
143006,31.63,74.88,ZN-025
143008,31.71,75.04,ZN-030
143009,31.63,74.88,ZN-025
143022,31.63,74.87,ZN-025
143101,31.77,74.86,ZN-030
143102,31.91,74.81,ZN-030
143103,31.9,74.88,ZN-030
143105,31.67,74.8,ZN-030
143107,31.6758,74.87,ZN-030
143108,32.0,75.23,ZN-030
143109,32.00115,75.23,ZN-030
143111,31.61,75.2,ZN-025
143112,31.54,75.23,ZN-025
143113,31.66,75.04,ZN-025
143114,31.7,75.21,ZN-025
143115,31.73,74.86,ZN-030
143116,31.69,75.0,ZN-030
143117,31.457758,74.918607,ZN-025
143118,31.6398,74.86,ZN-030
143119,31.73,75.14,ZN-025
143149,31.59,75.06,ZN-025
143201,31.53825,75.2566,ZN-025
143202,31.636303,75.0389951,ZN-025
143203,31.6308,75.3,ZN-025
143204,31.57,75.33,ZN-025
143205,31.63,75.25,ZN-025
143301,31.52,74.8,ZN-025
143302,31.53825,75.25,ZN-025
143303,31.35,74.69,ZN-025
143304,31.457758,74.918607,ZN-025
143305,31.7,74.61,ZN-030
143401,31.457758,74.918607,ZN-025
143402,31.5,74.89,ZN-025
143406,31.7,74.96,ZN-030
143407,31.38,75.09,ZN-025
143408,31.457758,74.918607,ZN-025
143409,32.13839,75.32315,ZN-030
143410,31.5032473,74.79,ZN-025
143411,31.39,74.92,ZN-025
143412,31.23,74.92,ZN-025
143413,31.53,74.98,ZN-025
143414,31.5229,74.69,ZN-025
143415,31.39,74.8,ZN-025
143416,31.67,74.54,ZN-030
143419,31.379829,74.77,ZN-025
143422,31.37,75.14,ZN-025
143501,31.7,74.96,ZN-030
143502,31.77,75.1,ZN-030
143504,32.0,74.9,ZN-030
143505,31.831748,75.222903,ZN-030
143506,31.82,75.29,ZN-030
143507,31.91092,74.73776,ZN-030
143511,31.97,75.2,ZN-030
143512,32.05,75.14,ZN-030
143513,31.93,75.03,ZN-030
143514,31.71,75.34,ZN-025
143515,31.7212,75.4359,ZN-025
143516,31.86,75.41,ZN-030
143517,31.88,75.51,ZN-025
143518,31.91,75.23,ZN-030
143519,3194.0,75.32,ZN-045
143520,32.05,75.32,ZN-030
143521,32.043274,75.39888,ZN-030
143525,32.2,75.33,ZN-030
143526,32.13,75.31,ZN-030
143527,31.81,75.49,ZN-025
143528,32.0,75.19,ZN-030
143529,32.01,75.37,ZN-030
143530,32.07,75.45,ZN-030
143531,32.16,75.45,ZN-030
143532,32.14,75.41,ZN-030
143533,32.15,75.58,ZN-030
143534,32.25,75.48,ZN-030
143601,31.82,75.0,ZN-030
143602,31.92,74.93,ZN-030
143603,32.02,74.92,ZN-030
143604,32.06,75.12,ZN-030
143605,31.97,75.05,ZN-030
143606,31.88,74.91,ZN-030
144001,31.3384,75.3531,ZN-025
144002,31.375,75.5112,ZN-025
144003,31.3154666,75.5645565,ZN-025
144005,31.3261,75.5768,ZN-025
144006,31.3168297,75.6118285,ZN-025
144007,31.3259412,75.6271044,ZN-025
144008,75.5946,31.3526,ZN-036
144009,31.3337438,75.6229761,ZN-025
144010,31.3037489,75.6446952,ZN-025
144020,31.2415,75.6266,ZN-025
144021,31.3542861,75.5464115,ZN-025
144022,31.2979293,75.5946604,ZN-025
144023,31.3143562,75.6403223,ZN-025
144024,31.261,75.663,ZN-025
144025,31.3853,75.6385,ZN-025
144026,31.3534,75.6171,ZN-025
144027,31.421559,75.5209896,ZN-025
144028,31.3524,75.6171,ZN-025
144029,31.0855,75.9167,ZN-025
144030,31.4128127,75.8043377,ZN-025
144031,31.7234516,75.4213954,ZN-025
144032,31.217809,75.769391,ZN-025
144033,31.8291381,70.9063666,ZN-030
144034,31.52747,75.8066,ZN-025
144035,31.52747,75.8066,ZN-025
144036,31.52747,75.8066,ZN-025
144037,31.52747,75.8066,ZN-025
144039,31.9667321,75.1975678,ZN-030
144040,31.3645325,75.6031295,ZN-025
144041,31.52747,75.8066,ZN-025
144042,31.52747,75.8066,ZN-025
144043,31.8297204,75.3320074,ZN-030
144044,31.52747,75.8066,ZN-025
144101,31.3425644,75.6713042,ZN-025
144102,31.4267536,75.7204004,ZN-025
144103,31.4294453,75.738448,ZN-025
144104,31.4063898,75.7548135,ZN-025
144105,31.89,75.45,ZN-030
144106,31.4738,75.7576,ZN-025
144201,31.5567011,75.6403179,ZN-025
144202,31.74,75.12,ZN-030
144204,31.95,75.42,ZN-030
144205,31.815271,75.655368,ZN-025
144206,31.735005,75.883544,ZN-025
144207,31.84,75.84,ZN-025
144208,31.84,75.84,ZN-025
144209,31.71376,75.894854,ZN-025
144210,31.680103,75.807914,ZN-025
144211,31.953765,75.614614,ZN-030
144212,31.688155,75.680577,ZN-025
144213,31.94,75.13,ZN-030
144214,31.924892,75.583461,ZN-030
144216,31.948918,75.860615,ZN-025
144221,31.977182,75.752634,ZN-030
144222,31.940885,75.801282,ZN-025
144223,31.869445,75.840355,ZN-025
144224,31.905162,75.891582,ZN-025
144301,31.4395057,75.6566963,ZN-025
144302,31.4474192,75.6332591,ZN-025
144303,31.479861,75.6383157,ZN-025
144305,31.747569,75.646665,ZN-025
144306,32.05,75.61,ZN-030
144311,31.8770678,75.4137009,ZN-030
144401,31.2529039,75.7614479,ZN-025
