pincode,LAT ,Long
384565,23.559009,72.545623
384570,23.744795,72.785074
385001,24.309504,72.771669
385010,24.298392,72.386747
385110,24.348327,72.891933
385120,24.24184,72.977059
385130,24.435807,72.636629
385135,24.485393,72.528664
385210,24.273546,72.462428
385310,24.649172,72.040891
385320,24.190898,71.575784
385330,24.297762,71.731186
385340,23.8661,71.5437
385350,23.7645,71.1681
385360,23.905532,71.279486
385410,24.140828,72.527748
385421,24.117595,72.567312
385505,24.444771,72.394912
385506,24.320495,72.315393
385510,24.28777,72.33583
385515,24.163246,72.234544
385520,24.105897,72.329633
385530,24.495937,71.615594
385535,24.432965,72.187935
385540,24.215735,72.155371
385545,24.619813,72.261994
385550,24.113341,71.933697
385555,24.041359,71.750287
385560,23.948863,71.706618
385565,24.589818,71.835801
385566,24.662904,71.496306
385570,24.252583,71.322379
385575,24.551108,71.350073
385581,24.311674,71.822033
387001,22.73105,72.8638
387002,22.7342,72.8774
387003,22.700001,72.870003
387105,22.937797,72.866721
387110,22.7525,72.6844722
387115,22.70585,72.81925
387120,22.86776,72.67881
387130,23.6022,80.2274
387210,22.5797,72.69777
387220,22.5591944,72.9641389
387230,22.700006,72.866694
387240,22.7084774,72.663892
387305,22.7525,72.6844722
387310,22.5813,72.9371
387315,22.7525,72.6844722
387320,22.73074,72.819633
387325,22.7525,72.6844722
387330,22.819006,72.9387909
387335,23.1295,72.3468
387340,22.7525,72.6844722
387345,22.7525,72.6844722
387350,22.938,72.905
387355,22.700007,72.866693
387360,22.73735,72.9049
387365,22.9664,72.9889
387370,22.700007,72.866693
387375,22.476648,72.799203
387380,22.750651,72.684666
387411,22.7525,72.6844722
387430,23.008,74.1142
387510,22.6821,72.700439
387520,38.751001,72.664
387530,22.9474,72.5757
387540,23.0323441,73.0421235
387550,22.709,72.634151
387560,22.689541,72.555107
387570,22.759269,72.658654
387610,23.0929,72.9689
387620,23.0995,73.163
387630,23.4194,86.6102
387635,23.0046,72.8751
387640,22.9166,73.1325
387650,23.1198,73.0638
387710,22.96645,72.677048
388001,22.7483,73.2167
388110,22.5332778,72.9704722
388120,22.5490278,72.9259444
388130,22.5591944,72.9641389
388140,22.5591944,72.9641389
388150,22.564518,72.928871
388160,22.5591944,72.9641389
388170,22.5591944,72.9641389
388180,22.7084794,72.66389
388205,22.66,73.05
388210,22.6724,73.1645
388215,22.7526,73.0789
388220,22.750651,72.684666
388225,22.8527,73.0966
388230,22.8595,72.856
388235,22.9276,73.3952
388239,22.8688611,73.3530278
388245,22.8499,73.2946
388250,23.0212,72.9756
388255,23.0238,73.3178
388260,23.27,73.56
388265,23.0624,73.4037
388270,23.18074,73.5526
388305,22.4853,73.015098
388306,22.473,73.0854
388307,22.7264,73.1903
388310,22.5591944,72.9641389
388315,22.5749,72.8781
388320,22.6188,70.9521
388325,22.5509,72.8826
388330,22.3423,73.081
388335,22.6005,73.0398
388340,22.5591944,72.9641389
388345,22.5324,72.9505
388350,22.4853,72.963901
388355,22.516899,72.946968
388360,22.603842,72.9844401
388365,22.5646,73.1291
388370,22.5244,72.9949
388410,22.7525,72.6844722
388421,22.601219,72.790291
388430,22.819547,72.748437
388440,22.700007,72.866693
388450,22.4948952,72.8216261
388460,22.66785,73.02535
388465,22.5591944,72.9641389
388470,22.5591944,72.9641389
388480,22.5591944,72.9641389
388510,22.39,72.98
388520,22.31,72.97
388530,22.3582778,72.8988333
388540,22.4544,72.9704
388543,22.397181,72.944366
388545,22.45886,72.858833
388550,22.5591944,72.9641389
388560,22.58356,71.787403
388570,22.39845,72.899307
388580,22.5591944,72.9641389
388590,22.5591944,72.9641389
388610,22.5591944,72.9641389
388620,22.4888128,72.6579775
388625,22.5591944,72.9641389
388630,22.3594,72.6158
388640,22.5591944,72.9641389
388710,22.883956,73.85674
388713,22.8426,73.51757
389001,22.77675,73.6124444
389002,22.9169,73.4933
389110,23.132665,73.807421
389115,23.0260133,73.8413916
389120,22.94796,73.77523
389130,22.995965,73.982236
389135,22.939,73.957
389140,22.87933,74.016766
389146,22.9253526,74.0686342
389151,22.8321667,74.25825
389152,22.7695073,74.1498
389154,22.99312,74.12202
389155,22.9404,74.2009
389160,23.039115,73.894515
389170,23.1959,74.09214
389172,23.3175561,73.9525302
389175,23.092366,73.96229
389180,23.2391,73.6522
389190,23.195832,74.000011
389210,23.04857,73.5713
389220,23.542,73.5108
389230,23.4015,72.5713
389232,23.3918266,73.64676
389235,23.2443953,73.683022
389250,23.4240866,73.810073
389260,23.29123,73.86723
389265,23.2290156,73.78737
389310,22.65707,73.534798
389320,22.7049,73.4687
389330,23.1954,73.6213
389340,23.0225,73.5713
389341,22.6857994,73.7097082
389350,23.7475498,86.1217424
389360,22.7008,72.5713
389365,23.09138,73.836346
389370,23.3918266,73.64676
389380,73.85869,96.8728394
389382,22.7253583,74.052605
389390,23.1676566,73.93647
390001,22.3035833,73.1976944
390002,22.3035833,73.1976944
390003,22.3252222,73.1645833
390004,22.3143,73.1802
390006,22.3035833,73.1976944
390007,22.3136944,73.1770278
390008,22.3271018,73.1895287
390009,22.3143,73.1802
390010,22.2570833,73.1863333
390011,22.2781944,73.1944722
390012,22.3035833,73.1976944
390013,22.3035833,73.1976944
390014,22.5635,72.9091
390016,22.3035833,73.1976944
390017,22.2959722,73.21525
390018,22.3178333,73.1976389
390019,22.5635,72.9091
390020,22.3280833,73.1764722
390021,22.3035833,73.1976944
390022,22.3766,73.1125
390023,22.3213611,73.154
390024,22.3415,73.1786944
390025,22.3035833,73.1976944
390026,22.3035833,73.1976944
391101,22.31,73.14
391105,22.3035833,73.1976944
391107,22.3582,73.3115
391110,22.7893,73.5933
391115,22.7334,73.3473
391120,23.2438,87.9178
391125,22.3035833,73.1976944
391130,23.087,73.2493
391135,22.368836,73.768635
391140,22.9273,73.2397
391145,22.1794,73.242
391150,22.5438,73.4197
391152,23.1282,73.4701
391156,23.0074,73.586
391160,25.3004,84.0817
391165,22.6922,73.9032
391168,22.441452,74.085821
391170,39.14616,34.15543
391210,22.3035833,73.1976944
391220,22.3035833,73.1976944
391240,22.78,73.32
391243,23.07,73.94
391244,22.3035833,73.1976944
391250,23.087,73.2493
391310,22.3664722,73.1423056
391320,22.3035833,73.1976944
391330,22.35,73.11
391340,22.3035833,73.1976944
391345,22.3524722,73.14025
391350,22.3980964,73.129244
391410,22.3035833,73.1976944
391421,22.96,73.04
391430,22.74,72.82
391440,25.97,77.77
391445,24.88,84.68
391450,22.96,73.04
391510,23.02,73.52
391520,22.4881667,73.3035833
391530,23.1188,73.7815
391740,22.32,72.87
391745,22.4227222,73.1663888
391750,22.3754722,73.1570833
391760,22.73,73.34
391761,24.9,85.56
391770,22.64,73.36
391774,23.16,73.17
391775,23.13,73.35
391776,22.445154,73.19986
391780,22.5,73.11
391810,22.19971,72.866725
392001,21.711612,72.986914
392011,21.740397,73.059561
392012,21.793951,72.90168
392015,21.769803,73.000846
392020,21.947,73.1255
392025,21.946426,72.950704
392030,21.800447,73.135029
392035,22.038937,72.957551
392040,22.056248,72.644599
392110,22.03275,72.819263
392130,22.5135,73.113
392135,21.714171,72.65235
392140,21.906041,72.786733
392150,22.134932,72.782456
392155,22.113954,72.692495
392160,21.738274,72.818778
392165,21.818226,72.72818
392170,22.198166,72.636293
392180,22.1713,72.7465
392210,22.024338,73.129524
392215,21.83437,73.111066
392220,22.307159,73.181219
392230,22.002265,73.055
392240,21.88179,73.012036
392310,22.0268056,73.0936111
393001,22.8875,71.306129
393002,21.618527,73.023866
393010,21.673284,73.030625
393017,21.765543,73.188512
393020,21.670114,72.856596
393025,21.516497,73.821343
393030,21.601181,72.84724
393040,21.772286,73.774652
393041,22.092684,72.792156
393050,21.603961,73.766445
393105,21.884774,73.201378
393110,21.744759,73.154577
393115,21.806082,73.242994
393120,21.902984,73.237803
393125,21.87062,73.33207
393130,21.698315,73.458618
393135,21.604789,73.308452
393140,21.88033,73.442436
393145,23.685213,73.950541
393150,21.955922,73.509811
393151,21.972708,73.724871
394101,21.1984722,72.8342778
394105,21.2305298,72.86389
394107,21.252264,72.839602
394110,21.44636,72.8724
394112,21.4423,73.2499
394115,21.55638,72.952276
394120,21.496417,73.412128
394125,21.792273,73.499775
394130,22.501895,72.895853
394140,21.3230399,73.0796265
394150,21.3186,72.92655
394155,21.317221,73.037781
394160,21.39606,73.80762
394163,21.29975,73.2312
394170,21.3717419,73.0557774
394180,21.3123,72.9807
394185,21.270255,72.962452
394190,21.275909,72.933861
394210,21.19642,72.904119
394221,21.1395,72.8405
394230,21.47803,73.371034
394235,21.825733,76.352571
394240,21.117031,73.107669
394245,20.921705,73.1161
394246,21.088525,73.44873
394248,22.050831,69.856763
394250,21.1984722,72.8342778
394270,21.1984722,72.8342778
394305,21.30811,72.95848
394310,21.270256,72.962451
394315,21.1984722,72.8342778
394317,21.7438066,73.0109966
394320,21.270255,72.962452
394325,21.270253,72.962454
394326,21.23045,72.970551
394327,21.102636,72.573324
394330,21.270256,72.962451
394335,21.2541757,73.3022132
394340,22.1,69.1
394345,21.1439083,73.081478
394350,21.11703,73.10767
394352,21.0834135,72.9873834
394355,21.415649,74.297846
394365,20.97728,73.364345
394370,21.513915,74.24078
394375,21.3397102,73.9300987
394380,21.51253,74.14926
394405,21.508587,73.358348
394410,21.486109,73.114307
394421,21.487487,73.211658
394430,23.019081,23.019081
394440,22.501895,72.895853
394445,21.474532,73.643008
394510,21.202003,72.778167
394515,21.1673056,72.7006667
394516,21.1984722,72.8342778
394517,21.274492,72.75848
394518,21.1984722,72.8342778
394520,21.48883,73.479892
394530,21.388163,72.676695
394540,21.8,79.8
394550,21.170369,72.789243
394601,21.1174444,73.1138611
394620,21.221,72.77765
394630,20.9688,73.309
394633,21.001825,73.350238
394635,20.9187,73.3856
394640,21.0491264,73.2603095
394641,21.110216,73.396986
394650,21.11715,73.40385
394651,21.2700058,73.3647828
394652,21.166366,73.5644984
394655,21.110218,73.396984
394660,21.142349,73.48505
394670,27.992153,84.532704
394680,21.32604,73.88114
394690,20.8528,73.29705
394710,20.763,73.79185
394715,21.08852,73.44873
394716,20.89698,73.73358
394720,20.809613,73.708053
394730,20.9480833,72.9201667
394810,21.50456,72.888154
395001,22.0540278,72.7978333
395002,21.1957222,72.8454722
395003,21.2046389,72.8390556
395004,21.231441,72.815957
395005,21.568842,72.774733
395006,21.2145833,72.8529167
395007,21.16775,72.7858333
395008,21.21975,72.8485833
395009,21.216401,72.788768
395010,21.48883,73.479892
395011,21.1984722,72.8342778
395012,21.323617,72.850773
395013,21.337387,72.747444
395014,21.19043,72.81306
395015,21.19853,72.8342
395017,21.6305,72.4818
395023,21.1295,72.8525278
396001,20.618634,72.932546
396002,20.595155,72.934971
396007,20.585686,72.967415
396020,20.566031,72.91948
396030,20.651918,72.913573
396035,20.649742,72.949009
396040,20.69,73.1
396045,20.650921,73.046431
396050,20.591968,73.120208
396051,20.965515,73.161513
396055,20.592262,73.008058
396060,20.71,73.18
396065,20.46443,73.161564
396067,21.027993,73.080371
396105,20.358929,72.866317
396110,20.75,73.01
396115,20.467785,72.862272
396120,20.215831,72.794724
396125,20.526454,72.893614
396126,20.456742,73.068759
396130,20.294686,72.780643
396135,20.280374,72.75848
396140,20.324967,72.786552
396145,20.461012,72.991319
396150,20.228614,72.830869
396155,20.331348,72.872765
396165,20.306698,72.902613
396170,20.196882,72.780218
396171,20.164658,72.772515
396180,20.487203,72.868452
396185,20.484527,72.89733
396191,20.427415,72.897034
396193,20.356286,72.954915
396195,20.361747,72.919822
396210,20.464007,72.85483
396215,20.416184,72.873333
396220,20.406199,72.834721
396230,20.313679,73.067635
396235,20.295465,72.951962
396240,20.55,73.09
396310,20.86,72.94
396321,20.77,72.96
396325,20.77,73.01
396350,20.87,73.01
396360,20.84,73.02
396370,20.84,72.98
396375,20.724171,73.00672
396380,20.8,72.98
396385,20.731264,72.928339
396403,20.89,72.86
396406,20.87,72.89
396409,20.81,73.06
396412,20.86,72.85
396415,21.06,72.94
396418,21,73.01
396421,20.95,72.9
396427,20.99,72.93
396430,20.87,73.08
396433,20.91,73.05
396436,21.05,72.73
396439,20.9428,72.8749
396445,20.95,72.92
396450,20.93,72.93
396460,20.83,72.88
396463,20.94,73.01
396466,20.92,73.09
396469,20.99,73.04
396472,20.89,72.92
396475,21.05,73.01
396510,21.003867,73.102355
396521,20.77,73.06
396530,20.83,73.11
396540,20.77,73.21
396560,20.89,73.14
396570,20.84,73.2
396580,20.79,73.4
396590,20.87,73.32
400001,18.94206,72.83544
400002,18.9600833,72.8284722
400003,18.96775,72.8216944
400004,18.96301,72.82304
400005,18.9146667,72.8179722
400006,18.9547167,72.804095
400007,18.9988889,72.8400833
400008,18.9762778,72.8337778
400009,18.9941944,72.8401944
400010,18.9718056,72.8406667
400011,18.9881111,72.8318889
400012,19.0056667,72.8395278
400013,18.9951581,72.8273505
400014,19.0208333,72.8491667
400015,18.9771667,72.8494167
400016,19.04354,72.84491
400017,19.0456111,72.8534444
400018,19.0160556,72.8182222
400019,19.0280127,72.8526739
400020,18.9449071,72.8282962
400021,18.9391666,72.8375555
400022,19.087691,72.833477
400024,19.0604024,72.88009
400025,19.015347,72.836983
400026,18.9869722,72.8421944
400027,18.9766944,72.8319444
400028,19.0255833,72.8475833
400029,19.0823363,72.8574001
400030,19.0178056,72.8171944
400031,19.0167778,72.8583611
400032,72.8302,18.9311
400033,18.9873611,72.8466389
400034,18.980883,72.815119
400035,18.9434653,72.7943262
400037,19.0270833,72.8633056
400042,19.1421845,72.9390674
400043,19.06141,72.921162
400049,19.111042,72.8254035
400050,19.056555,72.8337818
400051,19.0617189,72.8477742
400052,19.070134,72.836985
400053,19.1283268,72.8326253
400054,19.0925278,72.8396111
400055,19.0809938,72.8426247
400056,19.1078056,72.8387778
400057,19.1054163,72.8470959
400058,19.1274167,72.8335556
400059,19.1162596,72.8822186
400060,19.131378,72.862351
400061,19.1283268,72.8326253
400063,19.1632724,72.8512545
400064,19.1883056,72.8440278
400065,19.1756111,72.8777778
400066,19.2354719,72.856665
400067,19.2318889,72.8404444
400068,19.2490556,72.8588056
400069,19.1226389,72.8512778
400070,19.08258,72.882228
400071,19.0566895,72.898216
400072,19.118567,72.890134
400074,19.0478333,72.8935
400075,19.086766,72.913763
400076,19.128885,72.9193519
400077,19.0778085,72.8985117
400078,19.1543333,72.9382222
400079,19.108985,72.926415
400080,19.1766667,72.9516667
400081,19.1672629,72.9575656
400082,19.1754167,72.9386389
400083,19.119471,72.935168
400084,19.097937,72.904307
400085,19.0175278,72.8561944
400086,19.0864444,72.8945278
400087,19.1347854,72.8997298
400088,19.0530833,72.91525
400089,19.068169,72.8991611
400091,19.232127,72.840368
400092,19.229244,72.855374
400093,19.1174661,72.8650562
400094,19.0380031,72.9248323
400095,19.1948889,72.7983611
400096,19.1243963,72.8734228
400097,19.1842841,72.8517183
400098,19.0732679,72.8607295
400099,19.1009419,72.8620458
400101,19.207864,72.869733
400102,19.1469444,72.8573333
400103,19.245663,72.851596
400104,19.23433,72.8238341
400111,18.9391666,72.8375555
400113,19.06,72.862
400114,19.0160278,72.8458611
400118,18.968545,72.8220289
400150,19.0571566,72.8297226
400153,19.128258,72.832642
400160,19.1314444,72.8501389
400167,19.204004,72.849998
400171,19.0568889,72.8981111
400183,19.1143889,72.9397778
400186,19.0863333,72.9082222
400193,19.658886,72.5150186
400201,19.2081944,72.8698611
400601,19.1993056,72.9793333
400602,19.2336122,72.8551578
400603,19.1841389,72.9764722
400604,19.1860556,72.9577778
400605,19.1934722,72.9898333
400606,19.2060278,72.9669444
400607,19.2385833,72.9935833
400608,19.2183437,72.9780767
400609,19.19918,72.9794
400610,19.23125,72.9737778
400612,19.2283611,72.9661389
400614,19.0739722,73.0611389
400615,19.2722778,72.9616944
400701,19.1243889,72.9976111
400702,18.88,72.95
400703,19.0855,73.0098333
400704,18.91,72.92
400705,19.06409,73.010679
400706,19.0432222,73.0149444
400707,18.8846944,72.9134722
400708,19.1523056,72.9946389
400709,19.1035,73.0044167
400710,19.1100556,73.0175
401101,19.3001389,72.8474167
401102,19.9801761,73.369396
401103,19.928646,72.7201615
401105,19.3096389,72.8549722
401106,19.292194,72.7895065
401107,19.2890688,72.8914233
401108,19.2790833,72.8567222
401201,19.6361205,72.3532104
401202,19.3845278,72.8324444
401203,19.423721,72.7968932
401204,19.5047548,73.0364692
401205,19.3603,72.8727
401207,19.3536944,72.8144167
401208,19.4510427,19.4510427
401209,19.4253889,72.8274167
401301,41.1734856,74.621887
401302,19.4601389,72.7508611
401303,19.545638,72.91579
401304,19.4002916,72.7776873
401305,19.4698665,72.8426858
401401,19.6247486,72.791038
401402,19.6461389,72.7236944
401403,19.7868466,73.0390519
401404,19.6982778,72.7689167
401405,19.7574532,72.8559788
401501,20.7276984,80.0590804
401502,19.8505653,72.7134107
401503,19.8862591,72.6890255
401504,19.8270777,72.730405
401506,19.7983333,72.7445278
401601,20.014532,72.7200608
401602,20.0571121,72.7141496
401603,20.081726,73.246785
401604,20.0072578,73.3060197
401605,19.8702316,73.0818468
401606,20.5582878,74.4613553
401607,19.9150556,72.9543056
401608,19.9714444,72.7468611
401701,20.122514,72.7662385
401702,20.0805833,72.7261667
401703,20.05775,72.7516944
402101,18.0993466,73.0428732
402102,18.12572,73.32505
402103,18.1826579,73.342023
402104,18.9963333,73.1231389
402105,18.2384866,73.2715629
402106,18.6136351,73.0910879
402107,18.8844275,72.8988169
402108,18.7246448,72.968992
402109,18.7439575,72.4295897
402110,18.0892411,73.0688183
402111,18.3254801,73.1251753
402112,18.3592599,73.1710753
402113,18.121871,72.98444
402114,17.9953734,73.0160037
402115,18.3908367,72.8715355
402116,18.437209,73.135215
402117,18.2145708,73.2472054
402120,18.437142,73.185523
402122,18.1930278,73.19125
402125,18.5784444,73.0960278
402126,18.499585,73.1710652
402201,18.6418056,72.8723611
402202,18.5553611,72.92625
402203,18.5935951,72.9673252
402204,18.6398753,72.9078405
402207,18.694533,72.860186
402208,18.7898598,72.8694903
402209,18.7810896,72.9061102
402301,18.129945,73.4066403
402302,18.24105,73.4916053
402303,18.6824167,72.9905
402304,18.4580049,73.1440204
402305,18.2759702,73.3975202
402306,18.152155,73.5911704
402307,19.403953,72.904713
402308,18.9963333,73.1231389
402309,18.149435,73.4525453
402401,18.4401489,72.8902862
402402,18.2670278,72.9685556
402403,18.2536081,72.9395709
402404,18.1674019,72.9906066
403001,15.4994167,73.8323889
403002,15.4707265,73.8269809
403004,15.489703,73.805987
403005,15.4817056,73.8432143
403006,73.14,16.27
403101,73.83,15.52
403102,15.5531117,73.8892767
403103,74.35,16.25
403104,74.45,16.24
403105,72.29,15.99
403106,15.5338611,73.9510833
403107,74.07,15.77
403108,73.07,16.14
403109,15.5018552,73.8047164
403110,72.07,16.19
403114,73.14,16.27
403115,73.07,16.14
403201,15.473066,73.870221
403202,15.4645534,73.8587148
403203,15.4421021,73.893379
403204,15.4263216,73.8990009
403206,15.4594471,73.8124613
403401,74.41,16.3
403402,15.5016444,73.9133377
403403,15.527641,73.904069
403404,74.43,16.33
403406,74.32,15.91
403409,15.386036,74.0312696
403410,72.2,15.55
403501,15.5462476,73.8233046
403502,73.86,15.63
403503,72.3,16.07
403504,73.03,15.62
403505,73.57,15.54
403506,74.38,16.23
403507,73.75,16.23
403508,75.97,15.21
403509,73.29,15.85
403510,73.12,16.41
403511,74.52,16.37
403512,73.12,16.41
403513,74.12,15.54
403515,73.79,15.52
403516,73.76,15.56
403517,73.77,15.63
403521,15.59,73.09
403522,15.529082,73.827078
403523,73.75,15.56
403524,75.96,15.29
403525,15.5081,73.8343
403526,15.6138764,73.823873
403527,73.91,15.7
403529,15.5825117,73.954443
403530,74.45,16.24
403601,15.2818889,73.9865556
403602,15.2923922,73.966067
403701,15.1805381,73.9711474
403702,74.08,15
403703,74,15.12
403704,74.24,15.17
403705,74.05,15.23
403706,74.11,15.45
403707,73.99,15.24
403708,72.2,15.55
403709,72.46,14.68
403710,73.91,15.4
403711,15.3981152,73.8491437
403712,15.3447024,73.8985128
403713,74.52,16.07
403714,73.44,14.54
403715,15.209997,73.97772
403716,15.2747013,73.9575601
403717,15.2063333,73.9508056
403718,73.21,15.71
403719,15.3049283,74.0014617
403720,15.3141097,73.9857194
403721,15.2316925,73.9429611
403722,15.3496014,73.9311858
403723,93.97,15.17
403724,15.2242319,73.9480591
403725,15.2382301,73.9814002
403726,15.3816529,73.8783786
403728,73.21,15.71
403729,15.2567908,73.9846528
403731,15.1861201,73.9471397
403801,15.3851944,73.8390278
403802,73.3,15.4
403803,15.4126389,73.7903889
403804,15.4083307,73.7887679
403806,15.3704088,73.8374243
410101,19.96,77.97
410102,18.9853889,73.2707778
410201,20.3,74.65
410202,18.8300556,73.2835278
410203,18.83,73.28
410204,18.7765,73.3533889
410205,18.9963333,73.1231389
410206,19.077,73.24
410207,18.99,73.11
410208,19.09,73.12
410209,19.016,73.096
410210,19.0135,73.1710556
410216,18.8043889,73.3425278
410218,19.0267222,73.1048056
410220,18.8848056,73.1736667
410221,18.99,73.11
410222,18.8968333,73.1846389
410301,18.758242,73.374866
410302,18.76254,73.389066
410401,18.826,73.3943
410402,18.73278,73.376127
410403,18.760134,73.41495
410405,18.993795,73.409172
410406,18.6876111,73.509
410501,18.905701,73.61241
410502,19.278632,73.774997
410503,19.04108,73.88454
410504,19.211052,74.059387
410505,18.988502,73.63596
410506,18.79255,73.64715
410507,18.79255,73.6872
410508,18.91627,74.066145
410509,19.17405,73.647734
410510,18.902801,74.132805
410511,19.198702,73.926532
410512,18.99699,73.53685
410513,18.985935,73.771177
410515,19.0416799,73.9541673
410516,19.07585,73.7806
410517,19.074113,74.041224
411001,18.5254722,73.8941667
411002,18.5153889,73.8567778
411003,18.5653056,73.8508611
411004,18.5149167,73.8421111
411005,18.5304167,73.8502778
411006,18.56025,73.8920278
411007,18.5544722,73.8268889
411008,18.5395,73.8183611
411009,18.4966944,73.8548611
411011,18.521694,73.86323
411012,18.5825278,73.8335833
411013,18.507744,73.917306
411014,18.567373,73.926513
411015,18.588353,73.874684
411016,18.5384167,73.8325833
411017,18.6231944,73.8015833
411018,18.6335556,73.8131944
411019,18.6690833,73.7991111
411020,18.566019,73.825732
411021,18.5372222,73.7950556
411022,18.5020556,73.9085
411023,18.522223,73.762615
411024,18.4452222,73.7858056
411025,18.400222,73.73234
411026,18.63475,73.8396667
411027,18.5780556,73.8023333
411028,18.503051,73.931462
411030,18.5153888,73.8567777
411031,18.583793,73.842542
411032,18.589195,73.92
411033,18.629822,73.782078
411034,18.604,73.8261111
411035,18.6538889,73.7814167
411036,18.534532,73.948288
411037,18.8272222,73.8729444
411038,18.5112222,73.8196667
411039,18.6203333,73.8482222
411040,18.500563,73.885891
411041,18.5153889,73.8567778
411042,18.5105833,73.8601111
411043,18.4653611,73.8551111
411044,18.6645278,73.73275
411045,18.5712778,73.7656944
411046,18.446,73.8602778
411047,18.635523,73.958628
411048,18.476484,73.897409
411051,18.47945,73.82996
411052,18.4943889,73.8300556
411057,31.077707,74.489196
411058,18.4758056,73.7976667
411060,18.47065,73.92179
411061,18.591364,73.818627
411062,18.671037,73.824262
411067,18.563398,73.812891
411068,18.457955,73.79191
411069,18.56244,73.786839
411070,18.66482,73.841077
411071,18.516702,73.772024
411073,18.442955,73.844528
411074,18.5544722,73.8268889
411075,18.527388,73.850553
411076,18.4940278,73.8576667
411077,18.6393,73.7963
411078,18.6261,73.81963
411079,18.5594,73.8972
411080,18.5079,73.9172
411081,18.6533335,73.9075318
412101,18.7693514,73.4041588
412102,18.151182,74.212063
412103,18.5093,74.32455
412104,18.6548431,73.9097946
412105,18.840506,73.907188
412106,18.9247334,73.480622
412107,21.3148,75.3149
412108,18.612742,73.540272
412109,18.756878,73.754211
412110,18.7570184,73.5722884
412112,18.411542,73.51174
412115,18.603343,73.596218
412201,18.666715,73.899985
412202,18.512095,74.118123
412203,18.5597694,74.3734022
412204,18.341875,74.429186
412205,18.380708,73.872045
412206,18.738736,73.64273
412207,18.5818056,73.9815833
412208,18.8258974,74.3792647
412209,18.8258974,74.3792647
412210,18.827248,74.373008
412211,18.831816,74.816464
412212,18.321069,73.66613
412213,18.5320397,74.0314741
412214,18.526202,74.2920076
412215,18.49638,74.434714
412216,18.7318,73.1652
412218,18.89645,74.2211
412219,18.5177552,74.4745365
412220,18.785132,74.284655
412301,18.769481,74.129934
412303,18.4921495,73.8615185
412304,18.2765556,74.31975
412305,18.2446933,74.1592208
412306,18.164682,74.322087
412307,18.523429,73.985418
412308,18.4724444,73.9793611
412311,18.2481764,73.9881381
412312,18.151515,74.089675
412401,19.135078,73.946401
412402,19.049337,73.67128
412403,18.833049,74.0520183
412404,19.01605,74.0776
412405,18.972202,73.964296
412406,18.975906,74.0447
412408,19.100862,73.827203
412409,19.340319,73.798896
412410,19.209283,73.872586
412411,19.188063,74.081048
412412,19.218107,74.020418
412801,18.200469,73.989143
412802,18.73905,74.20775
412803,18.040267,73.876255
412804,18.0072,73.88495
412805,17.94595,73.8121
412806,17.9372464,73.5774392
413001,75.906401,17.669376
413002,75.907999,17.683667
413003,75.909624,17.665263
413004,17.64508,75.89557
413005,17.6816944,75.9273056
413006,17.7776,75.8618
413007,17.67803,75.90349
413008,17.68315,75.895
413101,17.920948,74.926723
413102,18.5364384,74.2645718
413103,18.811444,73.847787
413104,18.21345,74.5181
413105,18.4630636,74.5788809
413106,18.172989,75.019494
413107,17.894492,74.874835
413108,18.035357,75.244989
413109,18.041706,74.186182
413110,18.15526,74.4247
413111,17.882501,74.446701
413112,17.911015,75.159646
413113,17.833548,75.045052
413114,18.113075,75.026952
413115,18.134101,74.512222
413116,18.1149038,74.5117967
413118,17.870313,75.006333
413120,18.113074,75.026953
413130,18.358252,74.622476
413132,18.217122,74.883264
413133,18.2288095,74.5836679
413201,18.75,75.31
413202,18.329111,75.138485
413203,19.923687,73.64847
413204,18.75,75.62
413205,18.5955705,75.3099379
413206,18.303188,75.065976
413207,19.056071,75.946711
413208,18.129467,75.334346
413209,18.25467,75.737876
413210,19.045688,75.792378
413211,18.06907,75.195393
413212,18.058496,75.113126
413213,18.45433,75.15949
413214,17.8976667,75.5733611
413215,17.5624444,75.9875556
413216,17.52405,76.20393
413217,17.520603,76.200705
413218,18.10683,75.77747
413219,17.520606,76.200702
413220,17.520606,76.200702
413221,17.5468514,75.7571256
413222,17.9671452,75.7262411
413223,18.176787,75.229652
413224,17.71465,75.9282
413226,17.64181,76.2004
413227,17.520603,76.200705
413228,17.671086,76.080538
413229,18.963567,75.452862
413248,17.806147,75.6410959
413249,19.120164,75.374759
413250,18.130456,75.536768
413251,18.293508,75.314706
413252,18.223268,75.393681
413253,17.806147,75.6410959
413255,18.10683,75.77747
413301,18.183089,75.777846
413302,17.930986,74.871181
413303,17.84343,75.40899
413304,75.447817,17.643945
413305,17.747893,75.528476
413306,18.231257,74.622476
413307,19.544093,74.835361
413308,17.426081,75.071336
413309,17.36859,75.254469
413310,17.727534,74.961792
413314,17.441369,75.196852
413315,17.825515,75.266039
413317,18.289354,75.639618
413319,17.493489,75.535607
413322,17.373344,75.463603
413324,18.27805,75.07627
413401,18.4848785,74.2261169
413402,18.08356,75.85024
413403,18.45455,75.9005
413404,18.64387,75.7643
413405,18.3190653,75.9636757
413406,18.47061,75.47855
413409,18.34321,75.71905
413410,18.0295849,75.508267
413411,18.22947,75.683737
413412,18.0614167,75.7813889
413501,19.269567,76.774114
413502,18.2894279,75.4379986
413503,18.544158,75.77692
413504,18.456957,75.662529
413505,18.364804,75.419438
413506,18.1860719,76.0419349
413507,18.579229,76.021997
413508,18.368658,76.09479
413509,18.318971,76.137062
413510,18.41224,76.237361
413511,18.509648,76.84572
